Transaction_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Country,City,Segment,Product_Category,Product_Name,Quantity,Unit_Price,Currency,Discount,Shipping_Fee,Payment_Method,Order_Status,Customer_Rating,Acquisition_Channel,Device_Type,Is_Repeat_Customer,Last_Purchase_Date,Days_Since_Last_Purchase,Satisfaction_Level,Loyalty_Points,Customer_Email,Customer_Phone,Notes
TXN-00535,2025-05-16,cust-0147,david aliyu,Female,52,United States,Atlanta,RETAIL,Home,Table Lamp,5,75044,NGN,20,500,Wallet,,,Walk-in,Mobile,yes,29/03/2025,330,Neutral,0,david.aliyu@,08035853116,Wrong phone
TXN-00536,8/15/24,CUST 0614,Ibrahim J.,,19,Nigeria,Lagos,retail,Home,Blender,5,90772,NGN,35,2500,POS,Returned,2,Instagram,,,29/01/2025,255,Happy,50,,+2348032936236,Late payment
TXN-00537,3/25/24,cust-0257,F. Adeyemi,,,United States,New York,sme,Home,Table Lamp,5,565,USD,20,0,Bank Transfer,Returned,,WhatsApp,Desktop,,2025-01-21,199,Unhappy,50,femi.adeyemimail.com,0803-722-8619,Fast delivery
TXN-00538,16/12/2024,cust-0326,Peace  Aliyu,,60,Germany,Berlin,VIP,Home,Blender,1,54474,NGN,20,1000,Bank Transfer,COMPLETE,2,TikTok,Mobile,No,"May 24, 2024",155,Happy,80,peace.aliyu@yahoo.com,08036164265,Wrong phone
TXN-00539,4/2/24,CUST-0408,GRACE UMEH,male,55,Nigeria,Ibadan,Corp,Home Goods,Cookware Set,3,100210,NGN,500,1000,card,COMPLETE,1,TikTok,Desktop,No,,,Happy,20,grace.umeh@,,
TXN-00540,02/09/2024,CUST-0162,Ibrahim  Thomas,Other,26,Nigeria,Port Harcourt,Corp,Elec,Keyboard,6,188,USD,20,1500,,,2,TikTok,Desktop,No,2025-05-27,184,Happy,0,,08031817871,
TXN-00541,"Jan 20, 2025",CUST0217,John O.,Female,56,Nigeria,,Retail,Home,Bedsheet,2,51788,NGN,0,20,card,Cancelled,5,Website,Tablet,yes,10/08/2024,43,,350,,8032266155,Wrong phone
TXN-00542,11/27/25,CUST0452,michael etisi,,57,United States,Atlanta,vip,electronics,Phone Charger,8,358,CAD,0,5,Cash,Pending,2,Instagram,Desktop,yes,2/26/24,320,Happy,50,michael.etisi@gmail.com,0803-755-6394,High-value cart
TXN-00543,11/5/25,CUST 0025,P. Okafor,,33,United Kingdom,London,Corp,Home,Table Lamp,3,39691,NGN,35,20,card,Returned,2,WhatsApp,,No,10/12/2024,276,Neutral,10,peace.okaformail.com,8038337578,
TXN-00544,9/11/24,cust-0390,sarah ahmed,,34,Nigeria,Ibadan,Rtl,Beauty,Perfume,6,357,USD,0,0,Transfer,COMPLETE,,Facebook,Desktop,no,3/17/25,113,Unhappy,20,sarah.ahmedmail.com,8036300302,VIP buyer
TXN-00545,27/03/2025,CUST 0375,CHINEDU MUSA,,34,Germany,Munich,vip,Elec,Smart Watch,5,131,USD,35,1000,,Returned,4,TikTok,Tablet,No,2/25/24,230,,20,chinedu.musa@yahoo.com,08036361607,
TXN-00546,1/13/24,CUST0264,ifeoma williams,Male,45,United States,Houston,,Beauty,Perfume,1,93910,NGN,2500,500,POS,Completed,5,Website,mobile,No,7/16/24,80,Happy,80,ifeoma.williams@,0803-919-1268,Bought during promo
TXN-00547,"Jan 09, 2024",CUST 0202,I. Umeh,Female,68,Germany,Munich,retail,Elec,Keyboard,1,463,GBP,15,2500,Cash,COMPLETE,2,Walk-in,Desktop,no,2025-01-25,261,Neutral,500,ibrahim.umeh@,+2348032439383,Email bounced
TXN-00548,"Mar 03, 2024",CUST0656,Ifeoma N.,Other,56,United Kingdom,London,sme,fashion,T-Shirt,2,386,EUR,20,1500,,Pending,1,Referral,Tablet,no,2025-06-27,25,Neutral,500,ifeoma.nwosu@gmail.com,8035795620,Late payment
TXN-00549,11/12/2025,CUST0063,ngozi williams,Male,50,United States,Houston,sme,electronics,Earbuds,4,123583,NGN,500,0,Card,Returned,3,,mobile,Yes,,,Happy,350,ngozi.williams@gmail.com,,High-value cart
TXN-00550,02/09/2024,CUST-0496,Blessing  Adebayo,Male,42,Canada,Calgary,retail,Beauty,Perfume,8,196396,NGN,5,500,,Pending,,Walk-in,Tablet,,,,Unhappy,350,,+2348037201152,Wrong phone
TXN-00551,2025-03-12,cust-0593,JOY NNAMDI,Female,24,Canada,Calgary,,Home,Table Lamp,5,14,CAD,500,0,Cash,COMPLETE,4,Website,mobile,,"Aug 15, 2024",327,Unhappy,0,joy.nnamdi@yahoo.com,8039688231,Repeat order
TXN-00552,"Oct 29, 2024",CUST-0245,Peace M.,,18,Germany,Hamburg,RETAIL,Electronics,Laptop Stand,4,178,USD,10,15,Transfer,,2,,mobile,,,,,20,peace.musa@yahoo.com,+2348035675106,VIP buyer
TXN-00553,24/07/2024,cust-0501,S. Onyeka,Male,62,Canada,Ottawa,vip,Home Goods,Cookware Set,8,99120,NGN,10,10,,Cancelled,2,Walk-in,,,04/06/2024,145,Neutral,200,sarah.onyekamail.com,0803-429-2975,
TXN-00554,1/1/25,CUST-0131,Samuel N.,Male,57,Nigeria,,wholesale,Fashion,Backpack,1,410,GBP,2500,0,,Returned,4,,Mobile,yes,"Aug 01, 2024",173,,50,samuel.nnamdimail.com,,VIP buyer
TXN-00555,11/7/24,cust-0092,Ruth Onyeka,Other,23,United States,Atlanta,wholesale,Home Goods,Storage Basket,5,167,USD,10,1000,Bank Transfer,completed,4,TikTok,,no,2024-10-24,,Happy,1000,ruth.onyeka@gmail.com,08037561954,Late payment
TXN-00556,"Mar 07, 2024",CUST0018,Moses Ojo,,35,United Kingdom,London,retail,Fashion,Sneakers,4,400,CAD,20,1500,Card,Completed,,Instagram,,Yes,2025-06-17,159,Happy,1000,,8034869513,Repeat order
TXN-00557,3/19/25,cust-0557,Moses A.,,21,United States,New York,Corp,electronics,Phone Charger,7,143429,NGN,0,10,Transfer,,4,WhatsApp,Mobile,No,,,,120,moses.adeyemi@yahoo.com,08035102144,
TXN-00558,7/7/24,CUST 0208,Seyi B.,male,53,Germany,Berlin,RETAIL,Fashion,Backpack,7,394,GBP,10,10,,Completed,2,Walk-in,Desktop,,"Nov 13, 2025",,,1000,seyi.balogun@,,Requested refund
TXN-00559,2024-01-31,CUST 0443,Ibrahim  Ojo,male,54,United Kingdom,Manchester,retail,Home,Blender,3,558,USD,1000,1500,card,Completed,4,,mobile,,"Jan 24, 2025",,Neutral,120,,08039928852,Wrong phone
TXN-00560,2024-01-19,CUST-0298,Michael  Ahmed,Male,39,Canada,Calgary,vip,Elec,Smart Watch,7,27830,NGN,35,500,POS,Completed,1,Instagram,Desktop,,7/4/24,252,Unhappy,0,michael.ahmed@gmail.com,,VIP buyer
TXN-00561,2025-05-21,cust-0105,TUNDE NNAMDI,,43,Nigeria,Ibadan,vip,Electronics,Laptop Stand,6,50989,NGN,20,1500,Transfer,Completed,1,,Mobile,yes,1/29/25,360,,350,,08035836541,Wrong phone
TXN-00562,"Jun 14, 2025",CUST0658,ESTHER EZE,,41,Canada,Calgary,Corp,Home Goods,Storage Basket,4,83173,NGN,1000,5,Transfer,Pending,5,Facebook,,yes,30/10/2024,181,,200,esther.eze@yahoo.com,0803-828-4274,Repeat order
TXN-00563,12/14/25,cust-0247,David Nwosu,FEMALE,51,Canada,Toronto,vip,Elec,Smart Watch,4,265,USD,20,5,Card,,1,TikTok,Mobile,,19/04/2025,5,Happy,80,,,Fast delivery
TXN-00564,04/12/2024,cust-0458,R. Onyeka,,55,United States,Atlanta,sme,Electronics,Bluetooth Speaker,1,39599,NGN,2500,0,Cash,,1,Website,Mobile,yes,07/03/2024,306,Unhappy,1000,ruth.onyeka@yahoo.com,0803-475-4689,
TXN-00565,16/11/2024,CUST-0081,Grace Umeh,Female,19,United States,Houston,RETAIL,fashion,T-Shirt,7,360,EUR,50,0,card,Cancelled,3,TikTok,Mobile,no,2025-09-10,166,Happy,1000,,8036107595,Wrong phone
TXN-00566,2025-05-20,CUST-0465,Grace  Ahmed,Female,24,Canada,Ottawa,Corp,electronics,Phone Charger,2,495,USD,5,2500,Transfer,,1,,Mobile,Yes,2024-08-27,221,,50,,08036637599,Email bounced
TXN-00567,1/14/25,CUST0319,Victor Musa,FEMALE,55,Germany,Berlin,RETAIL,Home Goods,Storage Basket,4,185,USD,500,20,Card,COMPLETE,,WhatsApp,Mobile,,"Feb 14, 2025",348,Neutral,50,victor.musamail.com,0803-322-3226,Wrong phone
TXN-00568,06/08/2024,CUST 0388,victor okafor,male,39,United States,,SME,Fashion,Sneakers,4,454,USD,0,0,Cash,Cancelled,,Referral,mobile,,,,,200,,08036699757,Bought during promo
TXN-00569,17/06/2025,CUST-0522,Kemi  Ojo,Female,,Nigeria,Kano,Rtl,Elec,Keyboard,2,414,USD,10,1500,,Returned,,Website,mobile,no,2024-12-20,101,Happy,120,kemi.ojo@yahoo.com,+2348031098623,Email bounced
TXN-00570,12/04/2024,CUST 0574,Chioma N.,,37,United States,Houston,sme,Beauty,Perfume,1,207739,NGN,50,1500,POS,Pending,1,Website,mobile,Yes,,,Neutral,1000,chioma.nnamdi@yahoo.com,08032202439,Wrong phone
TXN-00571,2024-05-12,CUST0251,Sarah  Ahmed,Male,27,Nigeria,Lagos,Wholesale,Home,Blender,3,147724,NGN,5,20,Transfer,Pending,1,Walk-in,Mobile,no,2025-01-24,262,Unhappy,200,sarah.ahmed@gmail.com,08031717087,Wrong phone
TXN-00572,5/24/24,CUST-0264,Ifeoma Williams,,45,United Kingdom,Manchester,,Grocery,Coffee Jar,6,60304,NGN,0,500,Transfer,,3,Facebook,Desktop,yes,27/04/2024,256,Happy,350,ifeoma.williams@gmail.com,,Email bounced
TXN-00573,18/01/2025,CUST0247,David  Nwosu,Male,42,Canada,Calgary,Retail,Beauty,Body Lotion,8,146229,NGN,0,1000,Wallet,Pending,4,Referral,mobile,No,28/07/2024,,Happy,350,david.nwosu@gmail.com,+2348036002802,Late payment
TXN-00574,2/29/24,cust-0303,Fatima Abdullahi,male,44,United Kingdom,Manchester,Retail,Home Goods,Storage Basket,7,151710,NGN,0,1500,Bank Transfer,,,WhatsApp,mobile,No,2024-08-20,296,Neutral,20,,+2348032906140,Bought during promo
TXN-00575,2025-06-13,cust-0338,ZAINAB JOHNSON,,42,United Kingdom,Birmingham,VIP,Elec,Keyboard,5,139446,NGN,0,15,Bank Transfer,,4,WhatsApp,mobile,,2025-10-01,70,Happy,10,zainab.johnson@,0803-663-2977,Wrong phone
TXN-00576,"May 20, 2025",CUST-0567,Grace Eze,,61,United States,Atlanta,retail,Fashion,Sneakers,3,368,USD,0,10,POS,completed,1,Referral,Desktop,,2025-08-22,86,Happy,50,grace.eze@gmail.com,08039381747,Email bounced
TXN-00577,2024-10-05,cust-0194,Ruth Ahmed,,30,Canada,Toronto,Rtl,Grocery,Olive Oil,5,54,USD,10,1000,card,COMPLETE,2,TikTok,Desktop,,06/05/2024,143,Neutral,20,ruth.ahmedmail.com,08036738239,Bought during promo
TXN-00578,8/16/25,cust-0615,SAMUEL EZE,male,,United States,Atlanta,RETAIL,electronics,Webcam,3,46,USD,20,2500,card,,3,TikTok,Tablet,Yes,1/9/24,267,Unhappy,800,,8038191536,Wrong phone
TXN-00579,08/07/2024,CUST0139,F. Balogun,Male,56,United Kingdom,Birmingham,Corp,Fashion,Wrist Watch,2,136727,NGN,20,15,Wallet,,1,,Tablet,No,28/10/2025,139,Happy,500,fatima.balogun@yahoo.com,0803-202-8961,VIP buyer
TXN-00580,"Feb 09, 2024",CUST0445,EMEKA AHMED,Male,59,United States,Atlanta,SME,Grocery,Olive Oil,3,39,USD,2500,0,POS,COMPLETE,1,Facebook,Tablet,yes,,,Unhappy,350,,+2348032089741,Bought during promo
TXN-00581,28/09/2025,cust-0319,VICTOR MUSA,Other,57,Nigeria,Enugu,RETAIL,electronics,Webcam,2,55832,NGN,1000,1000,,completed,4,Facebook,mobile,No,27/08/2024,48,Unhappy,10,,,Fast delivery
TXN-00582,"Apr 05, 2025",cust-0313,SEYI WILLIAMS,FEMALE,18,Canada,Ottawa,VIP,fashion,Jeans,4,82119,NGN,1000,1500,,Pending,5,WhatsApp,,yes,"Jun 28, 2024",288,Neutral,800,,8036532613,Fast delivery
TXN-00583,9/17/25,CUST0210,Tunde Ojo,male,66,Germany,Hamburg,VIP,Home,Table Lamp,5,16,EUR,20,10,Bank Transfer,completed,,,Mobile,Yes,19/06/2025,,Unhappy,500,tunde.ojo@,8034561241,Repeat order
TXN-00584,30/11/2025,CUST 0683,Kemi A.,,57,Germany,Munich,Corporate,Beauty,Face Wash,1,60,EUR,1000,15,Transfer,,4,Referral,mobile,no,2024-11-29,40,,1000,kemi.abdullahi@,8035907858,
TXN-00585,6/25/24,CUST0210,T. Ojo,Female,58,Canada,Calgary,Retail,fashion,Jeans,1,426,USD,2500,2500,Card,Pending,2,Facebook,,yes,"May 07, 2024",67,,1000,,0803-643-1223,Email bounced
TXN-00586,22/02/2024,CUST-0309,A. Johnson,,59,United States,New York,wholesale,Grocery,Rice Bag,7,137756,NGN,0,500,Cash,Cancelled,5,,Tablet,,5/30/24,269,,0,amina.johnson@,0803-649-5341,Requested refund
TXN-00587,7/21/25,cust-0433,SARAH ALIYU,Other,56,United States,Atlanta,vip,Fashion,Hoodie,2,180254,NGN,10,10,Transfer,,,Walk-in,mobile,yes,14/03/2025,70,,200,sarah.aliyumail.com,,
TXN-00588,2024-03-01,CUST0508,Ngozi  Balogun,Other,59,United Kingdom,Manchester,wholesale,Home,Blender,8,456,GBP,10,10,,Returned,2,Instagram,mobile,yes,,,,80,ngozi.balogunmail.com,+2348038905164,VIP buyer
TXN-00589,3/21/24,CUST-0034,Amina J.,Other,41,Canada,Ottawa,RETAIL,fashion,Jeans,6,213343,NGN,500,5,Cash,,4,Instagram,Mobile,Yes,2024-01-30,,Neutral,800,,0803-706-7867,Late payment
TXN-00590,09/10/2024,CUST-0322,Michael Okafor,male,50,United Kingdom,Birmingham,,Home Goods,Storage Basket,2,83824,NGN,15,10,,COMPLETE,4,Facebook,mobile,No,"Jan 17, 2024",189,,800,michael.okafor@gmail.com,,Late payment
TXN-00591,"Dec 01, 2024",cust-0239,Kemi Johnson,FEMALE,49,Canada,Ottawa,sme,Beauty,Face Wash,4,186,USD,1000,0,card,Completed,3,,Desktop,,9/16/24,257,Unhappy,350,kemi.johnsonmail.com,08033150877,VIP buyer
TXN-00592,2025-09-26,CUST-0289,Fatima Nwosu,FEMALE,64,United Kingdom,Birmingham,Rtl,electronics,Webcam,7,246159,NGN,500,500,Wallet,Completed,2,TikTok,Desktop,no,2025-07-01,319,Unhappy,10,,8036500718,
TXN-00593,2024-09-04,CUST0592,E. Ojo,FEMALE,,United Kingdom,Birmingham,sme,Grocery,Rice Bag,7,202178,NGN,20,1500,POS,Cancelled,1,Instagram,,yes,"Jul 12, 2024",311,Neutral,20,,,Bought during promo
TXN-00594,2024-11-06,CUST-0602,david etisi,Male,30,United States,Houston,SME,electronics,Phone Charger,4,234882,NGN,0,5,,Completed,4,,Mobile,,"Feb 21, 2025",156,Unhappy,200,david.etisi@,8034982590,Wrong phone
TXN-00595,9/25/25,cust-0572,Amina A.,male,57,Germany,Munich,Retail,electronics,Webcam,2,30931,NGN,0,0,Card,,2,Website,Desktop,Yes,5/24/24,65,Neutral,1000,amina.ahmedmail.com,+2348037746260,Email bounced
TXN-00596,2025-02-13,CUST-0150,Grace O.,Female,63,Nigeria,,sme,Elec,Smart Watch,8,38278,NGN,50,1500,Cash,Completed,3,TikTok,Desktop,No,05/05/2024,46,Unhappy,0,,+2348031387017,High-value cart
TXN-00597,2025-02-02,CUST-0390,SARAH AHMED,,29,United States,Houston,sme,Beauty,Perfume,8,273,CAD,0,20,card,Pending,,Facebook,Tablet,No,7/26/25,262,,200,,08034987189,VIP buyer
TXN-00598,4/5/24,cust-0427,michael musa,,,Nigeria,Kano,VIP,fashion,Jeans,5,89,USD,15,0,Wallet,,5,TikTok,,,2024-03-16,289,Happy,50,michael.musa@yahoo.com,,Wrong phone
TXN-00599,5/11/25,cust-0486,Z. Nnamdi,Male,32,United Kingdom,Birmingham,,Grocery,Olive Oil,7,434,GBP,50,1000,Cash,Pending,2,Website,Desktop,Yes,23/04/2024,192,,500,zainab.nnamdi@,8039978794,Email bounced
TXN-00600,08/12/2024,CUST 0655,Samuel N.,Male,38,Germany,Berlin,SME,Home,Table Lamp,8,24300,NGN,10,5,card,Pending,5,,mobile,Yes,"Mar 06, 2024",198,Neutral,120,samuel.nwosu@gmail.com,0803-927-1499,Repeat order
TXN-00601,"Feb 19, 2024",CUST 0275,KEMI THOMAS,Other,59,Canada,Ottawa,vip,Grocery,Coffee Jar,7,192931,NGN,500,5,Cash,Completed,1,Referral,Tablet,No,14/10/2024,144,Neutral,1000,kemi.thomas@,0803-740-1689,High-value cart
TXN-00602,2025-08-10,CUST-0447,Ngozi Musa,FEMALE,35,Nigeria,Abuja,SME,electronics,Earbuds,4,66941,NGN,5,15,Transfer,COMPLETE,1,TikTok,Desktop,Yes,3/23/25,207,Neutral,0,ngozi.musa@yahoo.com,8037628472,
TXN-00603,2025-11-13,cust-0110,K. Thomas,male,46,United Kingdom,Birmingham,Retail,electronics,Earbuds,6,230,USD,35,15,,COMPLETE,,Website,mobile,,"May 04, 2025",203,Happy,800,kemi.thomas@gmail.com,8039061412,Late payment
TXN-00604,7/3/25,CUST-0622,Tunde  Onyeka,,,Germany,Hamburg,SME,fashion,T-Shirt,6,29795,NGN,15,1000,Wallet,Pending,3,,Tablet,yes,2/7/24,,Unhappy,800,tunde.onyeka@yahoo.com,+2348036132445,Email bounced
TXN-00605,12/10/24,CUST 0674,Daniel Eze,Other,29,United Kingdom,,vip,Electronics,Laptop Stand,7,364,CAD,500,5,,Completed,,TikTok,mobile,No,"Sep 21, 2025",37,Unhappy,350,daniel.ezemail.com,0803-712-8421,High-value cart
TXN-00606,"Nov 01, 2025",CUST-0261,femi thomas,Other,58,Canada,Ottawa,VIP,Home,Bedsheet,4,163,USD,2500,5,card,,3,,Tablet,yes,4/10/24,80,Unhappy,10,femi.thomas@,+2348033812604,VIP buyer
TXN-00607,2025-03-24,CUST-0455,IBRAHIM JOHNSON,Male,55,Canada,Calgary,SME,Beauty,Face Wash,8,259,USD,2500,5,card,Cancelled,3,TikTok,,no,,,,10,,08031524116,Late payment
TXN-00608,"Aug 24, 2024",CUST 0393,Sarah I.,FEMALE,,Germany,Munich,RETAIL,Home,Bedsheet,2,187953,NGN,500,20,Bank Transfer,Pending,4,,Tablet,yes,8/31/25,,Happy,20,sarah.ibrahim@yahoo.com,08035531368,VIP buyer
TXN-00609,"Apr 27, 2025",cust-0110,Kemi T.,Male,56,Canada,Ottawa,Wholesale,Fashion,Backpack,7,499,EUR,5,15,Transfer,COMPLETE,,Instagram,mobile,No,10/5/25,288,Neutral,0,kemi.thomasmail.com,0803-404-4640,VIP buyer
TXN-00610,2025-06-17,cust-0070,Tunde N.,male,24,Nigeria,Abuja,Rtl,Elec,Keyboard,5,338,USD,0,500,,Cancelled,3,WhatsApp,Tablet,yes,10/6/24,359,Neutral,1000,tunde.nwosumail.com,08035805165,Late payment
TXN-00611,10/25/24,CUST0546,Samuel Etisi,Female,50,Nigeria,Kano,Retail,Grocery,Rice Bag,4,192840,NGN,15,2500,,COMPLETE,1,Referral,,No,2024-03-02,227,Neutral,200,samuel.etisi@gmail.com,0803-952-5480,Email bounced
TXN-00612,"Apr 23, 2025",CUST-0495,P. Williams,,60,Canada,Ottawa,VIP,Beauty,Perfume,3,254,GBP,10,500,Bank Transfer,Completed,,Facebook,Tablet,no,2024-08-15,344,Neutral,80,peace.williams@,,Email bounced
TXN-00613,2025-02-15,CUST-0112,Ibrahim  Umeh,Male,66,United Kingdom,Birmingham,Corporate,fashion,T-Shirt,8,313,USD,0,15,Card,Completed,5,Referral,,no,1/12/24,61,Unhappy,10,ibrahim.umeh@,8033324436,Requested refund
TXN-00614,31/03/2024,cust-0144,Daniel Thomas,,19,Germany,Hamburg,sme,Grocery,Rice Bag,3,384,EUR,500,20,POS,,,Facebook,Desktop,yes,"May 06, 2025",130,,120,daniel.thomas@yahoo.com,8032367132,Fast delivery
TXN-00615,2/17/25,cust-0557,moses adeyemi,Male,58,Germany,Hamburg,,Fashion,Wrist Watch,8,247017,NGN,500,0,card,Returned,3,Referral,,Yes,16/09/2024,324,Unhappy,350,moses.adeyemimail.com,,Bought during promo
TXN-00616,23/10/2024,CUST 0476,Ada Nwosu,Male,38,Germany,Hamburg,Wholesale,Fashion,Sneakers,8,122,GBP,20,10,,,3,TikTok,Mobile,yes,"Feb 14, 2024",225,Neutral,500,ada.nwosumail.com,08037493063,Wrong phone
TXN-00617,2025-03-02,CUST-0496,Blessing  Adebayo,male,41,Germany,Hamburg,,electronics,Phone Charger,2,154529,NGN,2500,2500,card,Returned,4,Website,,,2025-11-27,297,Happy,80,,,Wrong phone
TXN-00618,9/3/25,CUST 0445,E. Ahmed,male,59,Canada,Toronto,RETAIL,Grocery,Olive Oil,1,461,USD,10,5,,Pending,4,Website,mobile,No,2025-03-30,44,Happy,50,,+2348033066998,High-value cart
TXN-00619,"Sep 28, 2024",cust-0177,F. Balogun,Male,59,United Kingdom,Manchester,Rtl,Fashion,Sneakers,3,158004,NGN,0,10,Card,Returned,2,Instagram,Tablet,No,7/4/25,72,Unhappy,500,femi.balogun@,08031814704,Email bounced
TXN-00620,3/17/24,CUST0544,KELVIN ADEBAYO,male,33,Nigeria,Lagos,Wholesale,Grocery,Rice Bag,5,95266,NGN,0,5,Wallet,Returned,2,TikTok,Mobile,no,10/14/25,15,,800,,08033831722,VIP buyer
TXN-00621,"Jan 20, 2024",CUST-0036,Chinedu J.,FEMALE,44,United Kingdom,Birmingham,Wholesale,Beauty,Face Wash,8,235641,NGN,1000,1000,POS,,1,,,yes,,,Happy,20,,0803-111-1220,Fast delivery
TXN-00622,"Jul 01, 2025",CUST-0081,grace umeh,male,23,United Kingdom,London,RETAIL,Electronics,Wireless Mouse,8,99595,NGN,15,15,Cash,Pending,3,Facebook,mobile,Yes,30/12/2024,349,,20,grace.umeh@yahoo.com,08037681408,Bought during promo
TXN-00623,"May 12, 2024",cust-0300,peace nwosu,Male,49,United Kingdom,London,Rtl,Electronics,Laptop Stand,1,178,GBP,0,1500,Cash,Completed,3,Referral,,yes,,,Happy,350,peace.nwosu@,08033218526,
TXN-00624,"Jul 06, 2024",cust-0076,Ruth Etisi,Male,64,United States,Houston,wholesale,Beauty,Body Lotion,5,210,USD,2500,20,Cash,Completed,3,TikTok,Mobile,No,10/23/25,308,Neutral,350,ruth.etisi@,08036078529,Repeat order
TXN-00625,2025-11-23,CUST 0575,ola aliyu,male,40,Germany,Berlin,VIP,electronics,Phone Charger,5,489,USD,35,10,,,3,Walk-in,Tablet,,6/15/25,193,Unhappy,120,,+2348036157067,High-value cart
TXN-00626,5/31/24,CUST-0161,blessing musa,Other,59,United States,Houston,vip,Electronics,Wireless Mouse,1,75,USD,500,15,Bank Transfer,completed,2,Website,,Yes,05/09/2025,,Happy,80,,08031983940,Wrong phone
TXN-00627,21/01/2024,CUST-0248,P. Balogun,Male,29,Canada,Ottawa,SME,Home,Bedsheet,1,280,EUR,20,1500,Wallet,Cancelled,4,WhatsApp,,No,"Oct 24, 2025",351,,350,peace.balogun@gmail.com,+2348036920875,
TXN-00628,18/08/2024,CUST 0171,emeka onyeka,FEMALE,33,Canada,,wholesale,Electronics,Power Bank,1,64,USD,5,500,POS,Returned,3,TikTok,Mobile,yes,2024-09-11,253,Neutral,0,emeka.onyeka@,8037101617,
TXN-00629,04/09/2024,cust-0314,D. Eze,male,,United States,Houston,Wholesale,Elec,Smart Watch,3,149759,NGN,500,20,Transfer,,3,TikTok,Desktop,No,13/04/2024,244,,800,daniel.eze@yahoo.com,+2348038694639,Fast delivery
TXN-00630,23/12/2024,CUST-0356,FEMI NNAMDI,Male,26,United States,Houston,Corp,Home,Bedsheet,6,134219,NGN,50,0,POS,Pending,3,Facebook,Mobile,No,2025-01-16,120,Happy,500,femi.nnamdi@gmail.com,8035185348,Fast delivery
TXN-00631,9/13/25,CUST0318,Seyi Balogun,male,39,Canada,Ottawa,retail,Home Goods,Storage Basket,4,138486,NGN,0,10,Transfer,completed,,TikTok,mobile,No,,,Happy,10,seyi.balogunmail.com,08033581052,Wrong phone
TXN-00632,2025-03-06,CUST0513,I. Thomas,FEMALE,22,United States,Houston,wholesale,Electronics,Power Bank,1,62,GBP,1000,10,Transfer,Pending,5,Referral,,no,30/01/2025,59,,350,ifeoma.thomasmail.com,,Wrong phone
TXN-00633,"Dec 20, 2024",CUST-0359,E. Musa,male,66,Germany,Hamburg,Corporate,Grocery,Rice Bag,1,44416,NGN,15,500,POS,Pending,4,,,Yes,2024-08-15,310,,500,,08037228178,Repeat order
TXN-00634,9/2/24,cust-0623,Samuel  Adeyemi,,48,United States,,Corporate,Grocery,Coffee Jar,7,21424,NGN,0,10,POS,Completed,3,Facebook,Tablet,Yes,10/2/25,76,Happy,20,samuel.adeyemimail.com,8038189410,VIP buyer
TXN-00635,4/9/24,CUST 0489,david nnamdi,Male,49,Germany,Munich,,Home Goods,Cookware Set,6,129456,NGN,1000,0,Cash,,1,TikTok,Mobile,Yes,23/08/2025,254,,50,david.nnamdi@,8033266679,Email bounced
TXN-00636,"Aug 17, 2024",CUST-0220,ola ojo,Other,60,Nigeria,,retail,Home,Blender,5,26,USD,10,10,card,Returned,5,,Tablet,,09/06/2024,232,Unhappy,0,ola.ojo@yahoo.com,08035191144,Requested refund
TXN-00637,"Nov 06, 2024",CUST0040,Ifeoma  Bello,FEMALE,24,United Kingdom,Manchester,sme,Electronics,USB Cable,2,22,CAD,2500,500,Bank Transfer,Completed,2,Walk-in,mobile,yes,2025-05-12,196,Neutral,120,ifeoma.bello@,,Repeat order
TXN-00638,22/09/2025,CUST-0160,david aliyu,Female,53,United Kingdom,Manchester,Corporate,electronics,Phone Charger,8,23635,NGN,0,500,Card,Returned,1,WhatsApp,,,2025-01-27,,,10,,08033082730,
TXN-00639,2024-10-08,CUST 0323,R. Johnson,FEMALE,64,Canada,Ottawa,Wholesale,fashion,T-Shirt,1,24076,NGN,15,500,Transfer,,,Instagram,Tablet,No,2025-10-13,301,Happy,350,ruth.johnsonmail.com,08037946950,
TXN-00640,1/5/24,CUST 0396,Michael Ojo,Other,51,United Kingdom,,retail,Home,Bedsheet,5,36305,NGN,10,2500,Card,,4,WhatsApp,,,10/09/2025,55,Neutral,800,michael.ojo@yahoo.com,8037786727,Late payment
TXN-00641,2024-01-26,cust-0018,moses ojo,,32,Nigeria,Kano,Retail,Home Goods,Cookware Set,2,91,USD,2500,2500,Bank Transfer,completed,4,,Tablet,,"Sep 05, 2025",194,Unhappy,500,moses.ojo@gmail.com,0803-513-4851,Late payment
TXN-00642,14/06/2024,CUST 0467,Ngozi Thomas,Male,66,United Kingdom,Birmingham,vip,Fashion,Hoodie,1,30569,NGN,0,10,Card,COMPLETE,1,WhatsApp,Mobile,yes,8/29/25,117,Neutral,1000,,8037830962,Wrong phone
TXN-00643,7/20/25,CUST-0582,Ola  Abdullahi,,32,United States,Houston,,Elec,Smart Watch,7,638,CAD,10,15,Wallet,Returned,3,Facebook,Desktop,no,04/06/2024,287,Unhappy,200,ola.abdullahi@yahoo.com,0803-357-4192,Email bounced
TXN-00644,"Oct 30, 2024",CUST-0680,KELVIN EZE,FEMALE,33,United States,New York,retail,Beauty,Face Wash,7,12249,NGN,15,500,,,1,Referral,,,"Jul 11, 2024",202,Unhappy,800,,08038513851,Late payment
